t,accelerometerX,accelerometerY,accelerometerZ,gyroscopeX,gyroscopeY,gyroscopeZ,label,dt,dt_seconds,session_break,session_id
2 days 15:09:34.778720972,0.0,9.75,-3.58,-0.17,-0.14999999,-0.02,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:34.798720972,0.29999997999999994,9.865,-3.555,-0.14500000000000002,-0.10999999500000002,0.0,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:34.818720972,0.59999996,9.98,-3.5300000000000002,-0.12,-0.07,0.02,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:34.838720972,0.13,9.83,-3.8899999,0.0,-0.089999996,-0.06,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:34.858720972,0.64,8.99,-3.84,-0.13,0.049999997000000004,-0.08,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:34.878720972,1.5,9.01,-3.4299998,-0.22999999000000002,0.089999996,-0.04,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:34.898720972,1.9399999,9.37,-3.24,-0.41000000000000003,0.06,0.07,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:34.918720972,1.8599999500000002,9.489999999999998,-3.3449999,-0.41999999,-0.095,-0.03,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:34.938720972,1.78,9.61,-3.4499998,-0.42999998,-0.25,-0.13,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:34.958720972,1.6899999,8.44,-3.12,-0.42,-0.29,-0.24,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:34.978720972,1.3,7.85,-2.95,-0.48,-0.21,-0.35000000000000003,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:34.998720972,1.0799999,7.62,-3.02,-0.59999996,-0.26,-0.39,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.018720972,0.9899999500000001,7.45,-3.03,-0.61,-0.34,-0.52,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.038720972,0.999999965,7.452499899999999,-2.859999975,-0.6399999925,-0.30999999500000003,-0.63249999,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.058720972,1.00999998,7.4549997999999995,-2.68999995,-0.669999985,-0.27999999,-0.74499998,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.078720972,0.2749999999999999,7.8324999,-2.679999875,-0.6649999775,-0.249999995,-0.802499965,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.098720972,-0.45999998000000003,8.21,-2.6699998,-0.65999997,-0.22,-0.8599999500000001,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.118720972,-0.9199999600000001,8.639999,-2.8,-0.65,-0.06,-0.9199999600000001,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.138720972,-1.2899999800000002,8.5049995,-2.825,-0.5,-0.009999999999999995,-0.74999998,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.158720972,-1.6600000000000001,8.37,-2.85,-0.35000000000000003,0.04,-0.58,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.178720972,-1.1649999800000002,7.749999799999999,-2.685,-0.33,0.0,-0.43,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.198720972,-0.6699999600000001,7.1299996,-2.52,-0.31,-0.04,-0.28,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.218720972,-1.67,7.94,-2.3,-0.089999996,-0.35999998,-0.17999999,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.238720972,-1.87,10.349999,0.13,0.01,-0.51,-0.22,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.258720972,-4.9,10.12,-1.15,0.06,-0.5,-0.29,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.278720972,-4.1625,10.04999975,-1.0724999675,-0.27499999999999997,-0.12500000499999997,-0.1750000015,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.298720972,-3.425,9.9799995,-0.9949999350000001,-0.61,0.24999999,-0.060000002999999996,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.318720972,-2.4675,9.47499975,-0.6824999675000001,-0.5449999999999999,0.359999995,-1.4999999992104662e-09,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.338720972,-1.51,8.97,-0.37,-0.48,0.47000000000000003,0.06,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.358720972,-1.6800000000000002,8.69,0.45,-0.41000000000000003,0.31,-0.09999999400000001,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.378720972,-1.8299999,8.75,0.71999997,-0.35999998,0.32999998,-0.21,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.398720972,-1.8299999,8.975,0.31499998700000004,-0.33999999000000003,0.32999998,-0.22499999999999998,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.418720972,-1.8299999,9.2,-0.089999996,-0.32,0.32999998,-0.24,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.438720972,-1.6600000000000001,9.7699995,-0.75,-0.37,0.32999998,-0.24,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.458720972,-1.3499999900000001,9.897499625,-0.565,-0.45,0.30999999,-0.14,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.478720972,-1.03999998,10.02499975,-0.38,-0.53,0.29,-0.04,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.498720972,-0.6900000000000001,10.08,0.11,-0.42999998,0.24,0.0,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.518720972,-1.165,9.99,-0.06499999999999999,-0.37499999,0.16,0.015,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.538720972,-1.6400000000000001,9.9,-0.24,-0.32,0.08,0.03,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.558720972,-1.38,9.86,0.03,-0.26,-0.03,0.06,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.578720972,-1.38,9.86,0.03,-0.25,-0.06,0.17999999,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.598720972,-0.97999996,10.179999,0.14999999,-0.17999999,-0.03,0.12,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.618720972,-1.1999999799999999,10.314999499999999,0.039999994999999997,-0.16499998999999999,-0.035,0.095,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.638720972,-1.42,10.45,-0.07,-0.14999999,-0.04,0.07,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.658720972,-1.8900000000000001,10.24,-0.44,-0.13,-0.04,-0.04,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.678720972,-1.81,10.03,-0.96999997,-0.19999999000000002,0.29999998,-0.14,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.698720972,-1.5,9.74,-1.09,-0.29,0.51,-0.14999999,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.718720972,-0.824999995,10.04,-1.135,-0.305,0.5700000000000001,-0.14999999,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.738720972,-0.14999999,10.34,-1.18,-0.32,0.63,-0.14999999,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.758720972,0.04,10.66,-1.05,-0.34,0.75,-0.19,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.778720972,0.13999999999999999,10.76,-0.96,-0.21499999800000003,0.75,-0.2,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.798720972,0.24,10.86,-0.87,-0.089999996,0.75,-0.21,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.818720972,0.8599999500000001,10.24,-0.6699999600000001,0.11,0.7899999600000001,-0.14999999,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.838720972,0.48,10.25,0.55,0.25,0.7899999600000001,-0.11,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.858720972,-0.52,13.08,-0.17999999,0.42999998,0.78,-0.02,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.878720972,-0.5700000000000001,12.71,-0.75,0.78,-0.77,0.52,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.898720972,-0.9800000000000001,11.81,-0.07500002000000006,0.884999975,-0.9,0.589999985,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.918720972,-1.3900000000000001,10.91,0.59999996,0.9899999500000001,-1.03,0.65999997,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.938720972,-5.49,9.429999,-0.31,1.16,-1.4399999,0.48,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.958720972,-6.48,9.7,-3.1499999,1.53,-1.48,0.34,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.978720972,-4.88,10.78,-3.09,0.71,0.22999999000000002,0.42999998,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:35.998720972,-2.9099998,12.12,-2.08,0.51,0.59,0.5399999600000001,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.018720972,-1.6800000000000002,11.44,-1.4100000000000001,0.44,0.56,0.71,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.038720972,-1.06,9.62999985,-1.53,0.51999998,0.30499999850000004,0.76,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.058720972,-0.44,7.8199997,-1.65,0.59999996,0.049999997000000004,0.81,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.078720972,-0.7949999999999999,7.6199996500000005,-1.66999995,0.5549999800000001,-0.1650000015,0.6900000000000001,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.098720972,-1.15,7.4199996,-1.6899999,0.51,-0.38,0.5700000000000001,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.118720972,-1.75,7.52,-1.9499999,0.35000000000000003,-0.71999997,0.38,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.138720972,-1.87,7.94,-2.31,0.26999998000000003,-0.64,0.31,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.158720972,-1.81,8.42,-2.62,0.32999998,-0.34,0.29999998,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.178720972,-1.59,8.075,-2.6249999500000003,0.32499999,-0.24000000000000002,0.31499998,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.198720972,-1.37,7.73,-2.6299999,0.32,-0.14,0.32999998,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.218720972,-1.38,7.73,-2.75,0.22999999000000002,-0.089999996,0.32,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.238720972,-1.27,7.8999996,-3.1699998,0.13,-0.11,0.29,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.258720972,-0.96,8.21,-3.3899999,0.049999997000000004,-0.07,0.28,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.278720972,-0.59999996,8.5199995,-3.3899999,-0.09999999400000001,-0.089999996,0.28,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.298720972,-0.16,9.13,-3.7099998,-0.22999999000000002,-0.17999999,0.25,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.318720972,-0.049999997000000004,10.05,-3.9599998,-0.26,-0.35000000000000003,0.19,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.338720972,-0.2799999985,10.725,-4.3099999,-0.26,-0.35000000000000003,0.19,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.358720972,-0.51,11.4,-4.66,-0.26,-0.35000000000000003,0.19,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.378720972,-0.76,11.4,-4.24,-0.03,-0.5,0.26,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.398720972,-0.64999998,10.549999999999999,-4.4350000000000005,0.009999998500000003,-0.45999999999999996,0.28500000000000003,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.418720972,-0.5399999600000001,9.7,-4.63,0.049999997000000004,-0.42,0.31,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.438720972,-1.6049999499999998,12.03,-4.62,0.275,-0.38499999,0.27499998999999997,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.458720972,-2.2424999249999997,10.825,-3.1049999500000003,0.2825,-0.302499995,-0.11750000500000007,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.478720972,-2.8799999,9.62,-1.5899999,0.29,-0.22,-0.51,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.498720972,-3.06,8.349999,-0.11,0.09999999400000001,0.65999997,0.0,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.518720972,-2.6599998,8.639999,0.44,-0.02,0.38,-0.12,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.538720972,-0.87,7.83,0.049999997000000004,-0.07,0.32,-0.48,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.558720972,-0.18499999999999983,8.08,-0.024999998499999995,-0.24000000000000002,0.30999999,-0.43,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.578720972,0.5,8.33,-0.09999999400000001,-0.41000000000000003,0.29999998,-0.38,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.598720972,-0.19,9.08,-0.24,-0.7899999600000001,-0.12,-0.42999998,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.618720972,-2.21,9.23,-0.53,-0.6699999600000001,-0.26,-0.59,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.638720972,-2.22,9.61,-1.1400000000000001,-0.59999996,0.28,-0.34,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.658720972,-2.045,9.4799995,-1.01,-0.63499996,0.29500000000000004,-0.31000000000000005,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.678720972,-1.87,9.349999,-0.88,-0.6699999600000001,0.31,-0.28,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.698720972,-1.49,8.15,-1.23,-0.51,0.39,-0.22999999000000002,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.718720972,-1.05,8.15,-1.4,-0.42,0.48,-0.19,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.738720972,-0.76,9.19,-1.15,-0.8200000000000001,0.71999997,-0.26,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.758720972,0.07,9.65,-1.1899999,-0.8599999500000001,0.72999996,-0.17999999,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.778720972,0.23,9.6049995,-1.1299999,-0.799999975,0.51499997,-0.154999995,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.798720972,0.39,9.559999,-1.0699999,-0.74,0.29999998,-0.13,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.818720972,-0.5399999600000001,9.5199995,-1.16,-0.6699999600000001,0.21,-0.14999999,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.838720972,-0.9199999600000001,9.559999,-1.01,-0.75,0.24,-0.22,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.858720972,-1.4499999,9.62,-0.75,-0.81,0.38,-0.31,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.878720972,-1.42499995,9.895,-0.6749999799999999,-0.795,0.4,-0.30499999,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.898720972,-1.4,10.17,-0.59999996,-0.78,0.42,-0.29999998,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.918720972,-1.3299999,10.809999,-0.84999996,-0.68,0.48,-0.32,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.938720972,-1.3599999999999999,11.3,-0.75,-0.5700000000000001,0.84,-0.44,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.958720972,-0.595,11.425,-0.37,-0.5700000000000001,0.84,-0.44,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.978720972,0.17,11.55,0.01,-0.5700000000000001,0.84,-0.44,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:36.998720972,1.01,11.75,0.0,-0.51,0.84999996,-0.29,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.018720972,1.0899999999999999,11.795,-0.435,-0.14000000499999998,0.86999998,-0.29,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.038720972,1.17,11.84,-0.87,0.22999999000000002,0.89,-0.29,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.058720972,-0.28,13.549999,0.5,0.19,1.03,-0.17999999,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.078720972,-1.11499995,13.574999,0.14,0.345,0.495,0.059999995,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.098720972,-1.9499999,13.599999,-0.22,0.5,-0.04,0.29999998,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.118720972,-2.62,8.92,1.5699999,1.06,-0.74,0.48,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.138720972,-3.23,8.61,1.9100000000000001,1.0699999,-1.15,0.8200000000000001,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.158720972,-3.98,9.099999,0.58,1.5899999,-1.43,0.59999996,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.178720972,-5.14,9.96,-3.11,1.26,-0.77,0.55,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.198720972,-4.25999995,11.185,-2.74,1.084999985,-0.53,0.5749999800000001,WALKING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.218720972,-3.3799999,12.41,-2.37,0.90999997,-0.29,0.59999996,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.238720972,-2.59,11.25,-0.76,0.42,0.51,0.6900000000000001,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.258720972,-1.9349999649999998,9.96749975,-0.9625,0.51,0.35250000000000004,0.7849999825,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.278720972,-1.27999993,8.6849995,-1.165,0.6,0.195,0.879999965,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.298720972,0.35999998,7.52,-1.65,0.62,0.01,0.84999996,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.318720972,0.19999999000000002,7.48,-1.52,0.29,-0.41000000000000003,0.59,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.338720972,-0.405000005,7.28499985,-1.59,0.21,-0.585,0.5349999999999999,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.358720972,-1.01,7.0899997,-1.6600000000000001,0.13,-0.76,0.48,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.378720972,-1.5699999,7.7599998,-2.44,0.16,-0.71,0.41000000000000003,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.398720972,-1.5099999,7.9599999,-2.62,0.135,-0.454999995,0.31999999500000004,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.418720972,-1.4499999,8.16,-2.8,0.11,-0.19999999000000002,0.22999999000000002,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.438720972,-1.09,8.45,-2.9399998,-0.049999997000000004,-0.089999996,0.14,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.458720972,-0.63,8.5199995,-2.9299998,-0.19,-0.02,0.14999999,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.478720972,-0.42,8.539999250000001,-2.9849999,-0.24,-0.03,0.139999995,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.498720972,-0.21,8.559999,-3.04,-0.29,-0.04,0.13,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.518720972,0.049999997000000004,8.74,-3.05,-0.29999998,-0.09999999400000001,0.14,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.538720972,0.37,10.04,-3.99,-0.19,-0.31,0.13,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.558720972,-0.02,12.04,-3.55,-0.03,-0.51,0.16,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.578720972,-0.38,12.2,-3.29,0.13,0.16,0.26,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.598720972,-0.32999998,9.05,-4.43,0.13,0.16,0.26,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.618720972,-0.09999999000000001,10.065000000000001,-5.265,0.175,0.1,0.27,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.638720972,0.13,11.08,-6.1,0.22,0.04,0.28,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.658720972,-0.34,15.299999,-2.1699998,0.13,-0.32,0.28,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.678720972,-0.76,13.87,1.01,0.17,0.5,-0.37,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.698720972,-7.1299996,8.48,-0.25,0.17,0.5,-0.37,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.718720972,-4.3199998,8.655000000000001,-1.04499995,0.125,0.685,-0.42000000000000004,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.738720972,-1.51,8.83,-1.8399999,0.08,0.87,-0.47000000000000003,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.758720972,0.44,8.91,-0.22999999000000002,-0.049999997000000004,0.39999998000000003,-0.38,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.778720972,-0.96,8.65,0.14999999,-0.48,0.26,-0.42,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.798720972,-1.51,8.48,-0.63,-0.55,0.0,-0.42,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.818720972,-1.69,8.885,-0.84999995,-0.585,-0.02,-0.39499999999999996,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.838720972,-1.87,9.29,-1.0699999,-0.62,-0.04,-0.37,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.858720972,-2.1699998,9.82,-0.75,-0.65,0.19,-0.35000000000000003,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.878720972,-2.51,9.29,-0.87,-0.59,0.45,-0.37,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.898720972,-1.8199999,8.849999,-1.1899999,-0.48,0.68,-0.14999999,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.918720972,-1.0799999,9.059999,-1.23,-0.51,0.8300000000000001,-0.26,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.938720972,-0.66999995,9.299999499999998,-0.9149999799999999,-0.535,0.8250000000000001,-0.29000000000000004,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.958720972,-0.26,9.54,-0.59999996,-0.56,0.8200000000000001,-0.32,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.978720972,0.56,10.219999,-1.23,-0.51,0.81,-0.34,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:37.998720972,0.29999998,9.96,-1.27,-0.29,0.65,-0.34,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.018720972,-0.12,9.53,-1.3,-0.12,0.24,-0.35000000000000003,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.038720972,-1.18,9.62,-1.1899999,-0.16,0.07,-0.32999998,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.058720972,-1.2349999999999999,9.5449995,-1.0599999500000001,-0.19,-0.024999999999999994,-0.33499999,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.078720972,-1.29,9.469999,-0.93,-0.22,-0.12,-0.34,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.098720972,-1.67,9.9,-1.56,-0.29999998,0.049999997000000004,-0.35000000000000003,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.118720972,-1.35,10.074999875000001,-1.7625,-0.32249999,0.2874999985,-0.362499995,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.138720972,-1.03,10.24999975,-1.9649999999999999,-0.34500000000000003,0.525,-0.37499999,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.158720972,0.25,10.149999875,-1.25249998,-0.3825,0.6675,-0.31749999500000003,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.178720972,1.53,10.05,-0.5399999600000001,-0.42,0.81,-0.26,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.198720972,1.1,9.66,0.65,-0.37,0.81,-0.17,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.218720972,0.07,10.76,0.71,-0.25,0.71,-0.14999999,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.238720972,-2.04,12.059999,0.84999996,0.29999998,-0.22,-0.01,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.258720972,-3.1599998,11.599999,-1.12,0.65,-0.39,0.31,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.278720972,-3.59,11.94,-1.9300000000000002,0.51,-0.59999996,0.48,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.298720972,-4.08,11.88,-1.04,0.32,-0.47000000000000003,0.48999998,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.318720972,-4.265000000000001,11.255,-0.030000020000000127,0.32,-0.47000000000000003,0.48999998,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.338720972,-4.45,10.63,0.97999996,0.32,-0.47000000000000003,0.48999998,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.358720972,-4.24,9.48,0.26999998000000003,0.53,-0.22,0.51,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.378720972,-3.52,7.94,-2.54,0.79999995,-0.09999999400000001,0.42,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.398720972,-3.1399999,8.98,-2.44,0.44,0.28,0.32999998,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.418720972,-2.8766665999999996,9.363333166666667,-2.2416666666666667,0.3649999966666667,0.26499999933333335,0.28666665166666666,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.438720972,-2.6133333,9.746666333333334,-2.0433333333333334,0.2899999933333334,0.24999999866666667,0.24333332333333335,STANDING,0 days 00:00:00.020000,0.02,False,3
2 days 15:09:38.458720972,-2.3499999999999996,10.1299995,-1.8450000000000002,0.21499999000000003,0.234999998,0.19999999499999999,STANDING,0 days 00:00:00.020000,0.02,False,3
